player,position,season,phase,contract_event_id,points_pct_change_from_baseline,total_rebounds_pct_change_from_baseline,assists_pct_change_from_baseline,steals_pct_change_from_baseline,blocks_pct_change_from_baseline,fg_percentage_pct_change_from_baseline,three_point_percentage_pct_change_from_baseline,efficient_scoring_value_pct_change_from_baseline,hustle_factor_pct_change_from_baseline,offensive_creation_rate_pct_change_from_baseline,availability_rate_pct_change_from_baseline,overall_impact_score_pct_change_from_baseline,points_pct_change_from_contract_year,total_rebounds_pct_change_from_contract_year,assists_pct_change_from_contract_year,steals_pct_change_from_contract_year,blocks_pct_change_from_contract_year,fg_percentage_pct_change_from_contract_year,three_point_percentage_pct_change_from_contract_year,efficient_scoring_value_pct_change_from_contract_year,hustle_factor_pct_change_from_contract_year,offensive_creation_rate_pct_change_from_contract_year,availability_rate_pct_change_from_contract_year,overall_impact_score_pct_change_from_contract_year
A.J. Green, SG      ,2025, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
AJ Griffin, SF      ,2023, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Aaron Brooks, PG      ,2015, Contract Year 1     ,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Brooks, PG      ,2016, Contract Year 2     ,2.0,-0.388,-0.25,-0.188,-0.429,-0.5,-0.048,-0.078,-0.418,-0.015,0.25,-0.159,-0.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Brooks, PG      ,2017, Post-Contract Year 2,2.0,-0.569,-0.45,-0.406,-0.429,-0.5,-0.043,-0.031,-0.579,-0.08,0.08,-0.207,-0.195,-0.174,-0.154,-0.156,-0.0,-0.0,0.002,0.025,-0.161,-0.034,-0.073,-0.03,-0.052
Aaron Gordon, PF      ,2015, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.638,-0.424,-0.75,-0.467,-0.167,-0.01,-0.149,-0.656,0.095,-0.524,-0.405,-0.182
Aaron Gordon, PF      ,2016, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.359,0.04,-0.429,0.067,0.167,0.048,-0.071,-0.352,0.385,0.089,-0.013,0.157
Aaron Gordon, SF      ,2017, Contract Year 1     ,1.0,0.323,-0.14,-0.05,0.2,-0.167,0.004,-0.013,0.345,-0.239,0.004,0.283,-0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Gordon, PF      ,2019, Post-Contract Year 1,1.0,0.667,0.247,0.85,0.05,0.167,-0.007,0.197,0.721,-0.112,0.066,0.251,0.05,0.115,0.184,0.321,-0.067,0.167,-0.006,0.096,0.123,0.077,0.03,-0.013,0.062
Aaron Gordon, PF      ,2020, Baseline Year 2     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.232,0.321,0.067,-0.0,-0.032,-0.033,-0.035,0.159,0.333,-0.215,0.059
Aaron Gordon, PF      ,2021, Contract Year 2     ,2.0,0.08,-0.021,0.26,0.061,0.296,-0.053,0.046,0.038,-0.035,-0.13,-0.196,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Gordon, PF      ,2022, Contract Year 3     ,3.0,0.049,0.044,-0.254,-0.077,0.333,-0.043,-0.077,0.009,-0.0,-0.411,0.21,-0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Gordon, PF      ,2023, Post-Contract Year 3,3.0,0.14,0.168,-0.104,0.231,0.778,0.038,-0.044,0.154,0.212,-0.104,0.097,0.147,0.042,0.056,0.091,0.143,0.143,0.041,0.018,0.067,0.096,0.206,-0.049,0.071
Aaron Gordon, PF      ,2024, Baseline Year 4     ,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.112,0.04,0.273,0.143,-0.143,0.026,-0.15,-0.119,0.012,0.407,0.021,0.016
Aaron Gordon, PF      ,2025, Baseline Year 4     ,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.061,-0.232,0.164,-0.286,-0.571,-0.02,0.279,-0.031,-0.204,0.287,-0.287,-0.15
Aaron Holiday, PG      ,2019, Contract Year 1     ,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Holiday, PG      ,2020, Contract Year 2     ,2.0,0.61,0.846,1.0,1.0,-0.333,0.032,0.162,0.637,-0.105,0.286,0.32,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Holiday, PG      ,2021, Contract Year 3     ,3.0,0.22,-0.0,0.118,0.75,-0.333,-0.027,0.086,0.18,-0.203,-0.086,0.32,-0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Holiday, PG      ,2022, Contract Year 4     ,4.0,0.068,0.462,0.412,0.75,-0.667,0.115,0.118,0.114,0.075,0.059,0.26,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Holiday, PG      ,2023, Contract Year 5     ,5.0,-0.339,-0.077,-0.176,0.5,-0.333,0.042,0.206,-0.316,-0.037,0.059,0.26,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Holiday, PG      ,2024, Contract Year 6     ,6.0,0.119,0.231,0.059,0.25,-0.667,0.112,0.142,0.267,-0.129,0.191,0.56,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Holiday, PG      ,2025, Post-Contract Year 6,6.0,-0.068,-0.0,-0.235,-0.25,-0.333,0.09,0.174,0.102,-0.093,-0.017,0.24,0.009,-0.091,-0.103,-0.161,-0.25,0.333,-0.01,0.014,-0.07,0.021,-0.096,-0.114,-0.044
Aaron Nesmith, SF      ,2021, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.535,-0.263,-0.615,-0.625,-0.6,0.026,0.011,-0.512,0.111,-0.295,-0.37,-0.119
Aaron Nesmith, SF      ,2023, Contract Year 1     ,1.0,1.149,0.357,1.6,1.667,1.5,-0.025,-0.011,1.048,-0.1,0.418,0.587,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Nesmith, SF      ,2024, Contract Year 2     ,2.0,1.596,0.357,2.0,2.0,2.5,0.132,0.132,1.855,-0.143,0.8,0.565,0.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Nesmith, SF      ,2025, Post-Contract Year 2,2.0,1.553,0.429,1.4,1.667,1.0,0.158,0.165,1.859,-0.086,0.6,-0.022,0.114,-0.008,0.026,-0.111,-0.059,-0.273,0.011,0.014,0.001,0.032,-0.059,-0.231,-0.031
Aaron Wiggins, SG      ,2022, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.221,0.2,0.273,-0.0,-0.0,-0.096,-0.226,0.107,-0.115,-0.045,-0.286,-0.127
Aaron Wiggins, SG      ,2023, Contract Year 1     ,1.0,-0.181,-0.167,-0.214,-0.0,-0.0,0.106,0.293,-0.096,0.13,0.048,0.4,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Wiggins, SG      ,2024, Contract Year 2     ,2.0,-0.169,-0.333,-0.214,0.167,-0.0,0.214,0.618,0.021,0.156,0.179,0.56,0.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Wiggins, SG      ,2025, Post-Contract Year 2,2.0,0.446,0.083,0.286,0.333,-0.0,0.054,0.26,0.589,0.177,0.543,0.52,0.33,0.27,0.238,0.241,0.067,-0.0,-0.07,-0.125,0.217,0.009,0.134,-0.013,0.044
Abdel Nader, SF      ,2020, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Adem Bona, C       ,2025, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
Al Horford, C       ,2015, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.021,-0.22,0.125,-0.071,0.1,-0.124,0.054,0.073,-0.097,0.013,0.042
Al Horford, C       ,2016, Contract Year 1     ,1.0,0.191,0.02,-0.179,0.026,0.271,0.019,-0.034,0.183,-0.015,-0.176,0.165,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al Horford, C       ,2017, Post-Contract Year 1,1.0,0.097,-0.05,0.282,0.026,0.102,-0.046,-0.003,0.05,-0.092,0.002,-0.034,-0.053,-0.041,-0.035,0.22,-0.0,-0.071,-0.033,0.016,-0.06,-0.041,0.097,-0.093,-0.039
Al Horford, C       ,2018, Baseline Year 2     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.116,0.05,0.146,-0.25,-0.214,-0.0,0.227,-0.091,0.002,-0.023,-0.04,-0.022
Al Horford, C       ,2019, Baseline Year 2     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.068,-0.05,0.024,0.125,-0.071,0.094,0.03,0.016,0.068,0.037,-0.093,0.028
Al Horford, C       ,2020, Baseline Year 2     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.185,-0.035,-0.024,-0.0,-0.357,-0.08,0.001,-0.211,-0.02,0.215,-0.107,-0.042
Al Horford, C       ,2022, Baseline Year 2     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.301,0.092,-0.171,-0.125,-0.071,-0.045,-0.039,-0.29,0.16,0.343,-0.08,0.066
Al Horford, C       ,2023, Contract Year 2     ,2.0,0.089,-0.0,0.429,-0.167,0.111,0.125,0.229,0.248,-0.092,0.837,0.05,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al Horford, C       ,2024, Post-Contract Year 2,2.0,-0.044,0.032,0.238,-0.0,0.111,0.208,0.154,0.118,0.074,0.393,0.083,0.114,-0.065,0.016,-0.071,0.091,-0.0,0.035,-0.031,-0.055,0.084,-0.137,0.016,0.022
Al Horford, C       ,2025, Baseline Year 3     ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,-0.016,-0.25,0.091,-0.1,-0.143,-0.161,-0.155,0.009,-0.381,-0.063,-0.082
Al Jefferson, C       ,2015, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652,0.585,0.417,0.556,1.364,-0.022,399999.0,0.623,0.011,-0.084,0.15,0.086
Al Jefferson, C       ,2016, Contract Year 1     ,1.0,-0.277,-0.238,-0.118,-0.143,-0.308,0.008,-1.0,-0.273,-0.002,0.213,-0.277,-0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al Jefferson, C       ,2017, Post-Contract Year 1,1.0,-0.512,-0.5,-0.471,-0.571,-0.846,0.037,-1.0,-0.495,-0.019,-0.029,0.015,-0.086,-0.194,-0.208,-0.25,-0.333,-0.636,0.014,-1.0,-0.18,-0.009,-0.111,0.168,-0.008
Al-Farouq Aminu, SF      ,2015, Contract Year 1     ,1.0,-0.387,-0.387,-0.415,-0.069,0.412,0.012,-0.211,-0.432,0.098,-0.091,0.052,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al-Farouq Aminu, SF      ,2016, Post-Contract Year 1,1.0,0.117,-0.187,0.244,-0.069,0.059,0.022,0.039,0.133,-0.14,-0.034,0.166,-0.052,0.291,0.14,0.36,-0.0,-0.143,0.005,0.137,0.332,-0.122,0.03,0.051,-0.041
Al-Farouq Aminu, PF      ,2017, Baseline Year 2     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101,0.383,0.28,0.111,-0.0,-0.051,0.039,0.057,0.03,-0.03,-0.218,-0.022
Al-Farouq Aminu, PF      ,2018, Baseline Year 2     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.421,-0.04,0.222,-0.143,-0.046,0.162,0.215,0.021,-0.03,-0.115,0.007
Al-Farouq Aminu, PF      ,2019, Baseline Year 2     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.402,0.04,-0.111,-0.429,0.046,0.08,0.255,0.013,0.261,0.038,0.049
Alan Anderson, SG      ,2015, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Alan Williams, C       ,2017, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
Alec Burks, SG      ,2017, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.239,-0.216,-0.65,-0.333,-0.667,-0.015,-0.094,-0.269,0.025,-0.572,-0.344,-0.144
Alec Burks, SG      ,2018, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.125,-0.189,-0.5,-0.0,-0.667,0.015,-0.088,-0.129,0.048,-0.45,-0.0,-0.031
Alec Burks, SG      ,2019, Contract Year 1     ,1.0,0.222,0.254,1.353,0.2,2.0,-0.0,0.1,0.249,-0.035,1.045,0.208,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alec Burks, SF-SG   ,2020, Contract Year 2     ,2.0,0.654,0.433,1.231,0.588,1.25,0.006,0.075,0.634,-0.008,0.606,0.261,0.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alec Burks, SG      ,2021, Contract Year 3     ,3.0,-0.008,0.484,-0.0,-0.143,0.5,-0.037,0.002,-0.048,0.182,0.091,-0.039,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alec Burks, SG      ,2022, Post-Contract Year 3,3.0,-0.086,0.581,0.364,0.429,0.5,-0.103,-0.024,-0.162,0.192,0.364,0.588,0.21,-0.041,0.032,0.154,0.25,-0.0,-0.036,-0.013,-0.063,0.004,0.111,0.246,0.053
Alec Burks, SG      ,2023, Baseline Year 4     ,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,-0.347,-0.154,-0.125,-0.333,0.075,0.011,0.117,-0.158,-0.185,-0.215,-0.129
Alec Burks, SG      ,2024, Contract Year 4     ,4.0,0.147,-0.233,-0.0,-0.294,0.5,-0.112,0.05,0.099,-0.244,0.35,0.261,-0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alec Burks, SG      ,2025, Post-Contract Year 4,4.0,-0.195,-0.167,-0.154,0.059,-0.25,0.021,0.187,-0.053,-0.128,0.305,-0.064,-0.075,-0.175,0.042,-0.083,0.2,-0.333,0.069,0.061,-0.074,0.071,-0.017,-0.148,-0.007
Aleksej Pokusevski, PF      ,2021, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Aleksej Pokusevski, PF      ,2022, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.073,0.106,-0.045,0.5,-0.333,0.196,0.032,0.057,0.278,0.372,0.356,0.274
Alex Abrines, SG      ,2017, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Alex Abrines, SG      ,2018, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.217,0.154,-0.333,-0.0,-0.0,0.005,-0.003,-0.203,0.135,-0.0,0.103,0.072
Alex Caruso, PG      ,2020, Contract Year 1     ,1.0,-0.276,-0.406,-0.36,-0.313,-0.609,-0.097,-0.112,-0.386,-0.24,-0.196,-0.0,-0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Caruso, PG      ,2021, Contract Year 2     ,2.0,-0.158,-0.094,-0.056,-0.313,-0.609,-0.045,0.069,-0.218,-0.132,-0.238,-0.094,-0.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Caruso, SG      ,2022, Post-Contract Year 2,2.0,-0.026,0.125,0.348,0.062,-0.478,-0.128,-0.112,-0.175,-0.137,0.016,-0.359,-0.164,0.072,0.108,0.176,0.214,0.143,-0.046,-0.093,0.027,-0.003,0.143,-0.172,-0.01
Alex Caruso, PG      ,2023, Baseline Year 3     ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.188,-0.108,-0.147,0.071,1.0,0.091,-0.008,-0.108,0.063,0.036,0.354,0.093
Alex Caruso, SG      ,2024, Baseline Year 3     ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.464,0.169,0.029,0.214,1.857,0.122,0.112,0.731,0.109,-0.0,0.434,0.214
Alex Caruso, SG      ,2025, Baseline Year 3     ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,-0.108,-0.265,0.143,0.714,0.07,-0.038,0.11,0.294,0.339,0.091,0.246
Alex Len, C       ,2015, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,-0.132,-0.583,-0.0,0.875,0.199,1.329,-0.161,0.023,-0.306,-0.115,-0.023
Alex Len, C       ,2016, Contract Year 1     ,1.0,0.429,0.152,1.4,-0.0,-0.467,-0.166,-0.571,0.192,-0.023,0.44,0.13,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Len, C       ,2017, Contract Year 2     ,2.0,-0.279,0.2,-0.455,0.25,0.444,0.006,-0.311,-0.346,0.223,-0.455,-0.0,0.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Len, C       ,2018, Post-Contract Year 2,2.0,-0.234,0.364,0.091,-0.0,-0.0,0.146,-0.083,-0.212,0.288,0.273,-0.104,0.155,0.03,0.064,0.333,-0.111,-0.182,0.065,0.142,0.093,0.026,0.4,-0.055,0.028
Alex Len, C       ,2019, Baseline Year 3     ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.345,-0.22,0.222,-0.111,-0.182,-0.071,0.245,0.387,-0.203,0.1,0.055,-0.11
Alex Len, C       ,2020, Contract Year 3     ,3.0,-0.08,-0.041,0.125,-0.111,-0.25,0.109,-0.221,-0.004,0.106,0.361,-0.247,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Len, C       ,2021, Post-Contract Year 3,3.0,-0.241,-0.322,-0.0,-0.333,-0.167,0.229,-0.08,-0.109,-0.032,0.331,-0.123,-0.046,-0.096,-0.172,-0.059,-0.143,0.053,0.051,0.083,-0.056,-0.067,-0.011,0.076,-0.044
Alex Sarr, C       ,2025, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Alexey Shved, SG      ,2015, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Alexis Ajinca, C       ,2015, Contract Year 1     ,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexis Ajinca, C       ,2016, Post-Contract Year 1,1.0,-0.077,-0.0,-0.286,-0.0,-0.25,-0.135,-1.0,-0.201,-0.068,-0.214,-0.132,-0.09,-0.04,-0.0,-0.167,-0.0,-0.143,-0.072,-1.0,-0.112,-0.035,-0.12,-0.071,-0.047
Alfonzo McKinnie, SF      ,2019, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Alfonzo McKinnie, SF      ,2020, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,-0.176,-0.0,1.0,-0.0,-0.123,-0.396,-0.188,-0.133,-0.375,-0.444,-0.213
Allen Crabbe, SG      ,2015, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.686,-0.5,-0.333,-0.467,0.2,-0.111,-0.157,-0.712,0.123,0.5,-0.363,-0.144
Allen Crabbe, SG      ,2016, Contract Year 1     ,1.0,0.184,-0.11,0.029,0.6,-0.455,0.161,0.063,0.242,-0.147,-0.085,0.438,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allen Crabbe, SG      ,2017, Post-Contract Year 1,1.0,0.23,-0.044,0.029,0.4,-0.182,0.184,0.201,0.365,-0.18,-0.085,0.402,0.037,0.019,0.036,-0.0,-0.067,0.2,0.01,0.061,0.047,-0.02,-0.0,-0.013,-0.004
Allen Crabbe, SG      ,2018, Baseline Year 2     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257,0.536,0.333,-0.2,1.0,-0.122,-0.097,0.194,0.32,0.091,-0.063,0.163
Allen Crabbe, SG      ,2019, Baseline Year 2     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.086,0.214,-0.083,-0.333,0.2,-0.208,-0.097,-0.181,0.144,-0.313,-0.463,-0.136
Allonzo Trier, SG      ,2019, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Alonzo Gee, SF      ,2015, Contract Year 1     ,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alonzo Gee, SF      ,2016, Post-Contract Year 1,1.0,-0.0,1.0,1.0,0.5,1.0,0.107,-0.237,0.095,0.03,0.556,0.352,0.131,-0.0,0.333,0.333,0.2,0.333,0.051,-0.135,0.046,0.015,0.217,0.15,0.061
Alperen Sengun, C       ,2022, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.522,-0.439,-0.475,-0.304,0.2,-0.082,-0.064,-0.548,-0.05,-0.325,0.036,-0.144
Alperen Sengun, C       ,2024, Contract Year 1     ,1.0,1.198,0.691,0.923,0.5,-0.222,0.133,0.198,1.421,-0.009,0.496,-0.125,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alperen Sengun, C       ,2025, Post-Contract Year 1,1.0,0.99,0.873,0.885,0.375,-0.111,0.046,-0.06,1.001,0.113,0.466,0.056,0.205,-0.05,0.051,-0.01,-0.043,0.067,-0.04,-0.121,-0.095,0.058,-0.01,0.094,0.032
Amar'e Stoudemire, PF      ,2015, Contract Year 1     ,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amar'e Stoudemire, C       ,2016, Post-Contract Year 1,1.0,-0.496,-0.232,-0.375,-0.4,0.333,0.016,-1.0,-0.488,0.157,-0.125,-0.119,0.019,-0.329,-0.131,-0.231,-0.25,0.143,0.008,-1.0,-0.322,0.073,-0.067,-0.063,0.009
Amen Thompson, SF      ,2024, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Amen Thompson, SF      ,2025, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.484,0.242,0.462,0.077,1.167,0.039,0.993,0.566,-0.108,0.114,0.113,0.001
Amir Coffey, SG      ,2022, Contract Year 1     ,1.0,0.104,0.349,0.636,-0.0,0.333,-0.039,-0.042,0.076,0.263,0.322,-0.028,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
